image_a,image_b,label,transformation,pair_type,clip_score,cnn_score,final_score,prediction,correct
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0116_123985.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0117_149665_crop.jpg,not_plagiarized,crop,negative,0.620175,0.076918,0.131243,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0117_149665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0117_149665_crop.jpg,plagiarized,crop,positive,0.956692,0.895365,0.901498,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0117_149665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0118_171296_crop.jpg,not_plagiarized,crop,negative,0.738471,0.345213,0.384539,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0118_171296.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0118_171296_crop.jpg,plagiarized,crop,positive,0.982620,0.903430,0.911349,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0118_171296.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0119_148753_crop.jpg,not_plagiarized,crop,negative,0.676702,0.242315,0.285754,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0119_148753.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0119_148753_crop.jpg,plagiarized,crop,positive,0.966573,0.883054,0.891406,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0119_148753.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0120_106841_crop.jpg,not_plagiarized,crop,negative,0.615579,0.223492,0.262701,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0120_106841.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0120_106841_crop.jpg,plagiarized,crop,positive,0.975466,0.943217,0.946442,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0120_106841.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0121_135920_crop.jpg,not_plagiarized,crop,negative,0.716921,0.319340,0.359098,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0121_135920.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0121_135920_crop.jpg,plagiarized,crop,positive,0.965122,0.945701,0.947643,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0121_135920.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0122_128392_crop.jpg,not_plagiarized,crop,negative,0.569957,0.077682,0.126910,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0122_128392.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0122_128392_crop.jpg,plagiarized,crop,positive,0.976379,0.943953,0.947195,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0122_128392.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0123_128842_crop.jpg,not_plagiarized,crop,negative,0.635758,0.121977,0.173355,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0123_128842.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0123_128842_crop.jpg,plagiarized,crop,positive,0.920825,0.838248,0.846506,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0123_128842.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0124_98823_crop.jpg,not_plagiarized,crop,negative,0.623670,0.257129,0.293783,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0124_98823.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0124_98823_crop.jpg,plagiarized,crop,positive,0.969923,0.925333,0.929792,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0124_98823.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0125_147938_crop.jpg,not_plagiarized,crop,negative,0.581040,0.166020,0.207522,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0125_147938.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0125_147938_crop.jpg,plagiarized,crop,positive,0.969512,0.942944,0.945601,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0125_147938.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0126_153603_crop.jpg,not_plagiarized,crop,negative,0.606392,0.140683,0.187254,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0126_153603.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0126_153603_crop.jpg,plagiarized,crop,positive,0.974130,0.912003,0.918216,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0126_153603.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0127_155860_crop.jpg,not_plagiarized,crop,negative,0.723879,0.541890,0.560089,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0127_155860.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0127_155860_crop.jpg,plagiarized,crop,positive,0.973161,0.836484,0.850152,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0127_155860.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0128_160289_crop.jpg,not_plagiarized,crop,negative,0.783292,0.358878,0.401320,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0128_160289.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0128_160289_crop.jpg,plagiarized,crop,positive,0.976016,0.929259,0.933934,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0128_160289.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0129_135538_crop.jpg,not_plagiarized,crop,negative,0.672034,0.339472,0.372728,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0129_135538.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0129_135538_crop.jpg,plagiarized,crop,positive,0.987644,0.944540,0.948850,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0129_135538.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0130_142792_crop.jpg,not_plagiarized,crop,negative,0.644565,0.126628,0.178421,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0130_142792.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0130_142792_crop.jpg,plagiarized,crop,positive,0.930500,0.907784,0.910056,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0130_142792.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0131_283088_crop.jpg,not_plagiarized,crop,negative,0.665045,0.461371,0.481738,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0131_283088.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0131_283088_crop.jpg,plagiarized,crop,positive,0.942291,0.668652,0.696016,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0131_283088.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0132_145412_crop.jpg,not_plagiarized,crop,negative,0.616109,0.297286,0.329168,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0132_145412.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0132_145412_crop.jpg,plagiarized,crop,positive,0.979797,0.926495,0.931825,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0132_145412.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0133_103366_crop.jpg,not_plagiarized,crop,negative,0.548905,0.218955,0.251950,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0133_103366.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0133_103366_crop.jpg,plagiarized,crop,positive,0.985262,0.914271,0.921370,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0133_103366.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0134_119143_crop.jpg,not_plagiarized,crop,negative,0.622903,0.251921,0.289019,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0134_119143.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0134_119143_crop.jpg,plagiarized,crop,positive,0.987512,0.947693,0.951675,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0134_119143.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0135_138885_crop.jpg,not_plagiarized,crop,negative,0.665657,0.142132,0.194485,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0135_138885.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0135_138885_crop.jpg,plagiarized,crop,positive,0.970744,0.888696,0.896901,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0135_138885.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0136_140078_crop.jpg,not_plagiarized,crop,negative,0.669579,0.089725,0.147710,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0136_140078.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0136_140078_crop.jpg,plagiarized,crop,positive,0.978015,0.861319,0.872989,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0136_140078.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0137_142560_crop.jpg,not_plagiarized,crop,negative,0.584506,0.113803,0.160873,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0137_142560.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0137_142560_crop.jpg,plagiarized,crop,positive,0.972776,0.955125,0.956891,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0137_142560.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0138_129799_crop.jpg,not_plagiarized,crop,negative,0.661202,0.224741,0.268387,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0138_129799.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0138_129799_crop.jpg,plagiarized,crop,positive,0.964261,0.906074,0.911893,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0138_129799.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0139_148021_crop.jpg,not_plagiarized,crop,negative,0.742437,0.375550,0.412239,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0139_148021.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0139_148021_crop.jpg,plagiarized,crop,positive,0.976873,0.961383,0.962932,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0139_148021.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0140_119132_crop.jpg,not_plagiarized,crop,negative,0.729899,0.506881,0.529183,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0140_119132.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0140_119132_crop.jpg,plagiarized,crop,positive,0.983743,0.939591,0.944006,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0140_119132.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0141_98627_crop.jpg,not_plagiarized,crop,negative,0.754305,0.488520,0.515098,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0141_98627.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0141_98627_crop.jpg,plagiarized,crop,positive,0.978014,0.938640,0.942577,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0141_98627.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0142_145450_crop.jpg,not_plagiarized,crop,negative,0.626784,0.117360,0.168303,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0142_145450.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0142_145450_crop.jpg,plagiarized,crop,positive,0.939395,0.911749,0.914513,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0142_145450.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0143_149146_crop.jpg,not_plagiarized,crop,negative,0.614108,0.102180,0.153373,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0143_149146.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0143_149146_crop.jpg,plagiarized,crop,positive,0.958594,0.952148,0.952793,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0143_149146.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0144_127239_crop.jpg,not_plagiarized,crop,negative,0.774942,0.494845,0.522855,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0144_127239.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0144_127239_crop.jpg,plagiarized,crop,positive,0.965691,0.921104,0.925563,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0144_127239.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0145_146148_crop.jpg,not_plagiarized,crop,negative,0.560156,0.214419,0.248993,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0145_146148.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0145_146148_crop.jpg,plagiarized,crop,positive,0.969568,0.837372,0.850592,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0145_146148.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0146_113202_crop.jpg,not_plagiarized,crop,negative,0.625748,0.139102,0.187766,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0146_113202.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0146_113202_crop.jpg,plagiarized,crop,positive,0.970923,0.927437,0.931785,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0146_113202.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0147_143165_crop.jpg,not_plagiarized,crop,negative,0.752649,0.344833,0.385614,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0147_143165.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0147_143165_crop.jpg,plagiarized,crop,positive,0.971544,0.810091,0.826237,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0147_143165.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0148_124739_crop.jpg,not_plagiarized,crop,negative,0.658703,0.277075,0.315238,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0148_124739.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0148_124739_crop.jpg,plagiarized,crop,positive,0.930189,0.694676,0.718228,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0148_124739.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0149_172815_crop.jpg,not_plagiarized,crop,negative,0.614064,0.062954,0.118065,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0149_172815.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0149_172815_crop.jpg,plagiarized,crop,positive,0.978469,0.938914,0.942870,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0149_172815.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0150_145407_crop.jpg,not_plagiarized,crop,negative,0.565788,0.091972,0.139353,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0150_145407.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0150_145407_crop.jpg,plagiarized,crop,positive,0.958051,0.938558,0.940508,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0150_145407.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0151_137198_crop.jpg,not_plagiarized,crop,negative,0.727264,0.135593,0.194760,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0151_137198.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0151_137198_crop.jpg,plagiarized,crop,positive,0.989846,0.974350,0.975899,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0151_137198.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0152_145463_crop.jpg,not_plagiarized,crop,negative,0.601590,0.082157,0.134100,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0152_145463.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0152_145463_crop.jpg,plagiarized,crop,positive,0.978464,0.905111,0.912447,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0152_145463.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0153_159234_crop.jpg,not_plagiarized,crop,negative,0.666964,0.108188,0.164065,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0153_159234.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0153_159234_crop.jpg,plagiarized,crop,positive,0.970531,0.908528,0.914728,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0153_159234.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0154_106088_crop.jpg,not_plagiarized,crop,negative,0.548041,0.058290,0.107265,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0154_106088.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0154_106088_crop.jpg,plagiarized,crop,positive,0.983304,0.926191,0.931902,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0154_106088.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0155_115405_crop.jpg,not_plagiarized,crop,negative,0.662332,0.255911,0.296553,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0155_115405.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0155_115405_crop.jpg,plagiarized,crop,positive,0.981509,0.915280,0.921903,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0155_115405.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0156_135310_crop.jpg,not_plagiarized,crop,negative,0.843046,0.529702,0.561036,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0156_135310.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0156_135310_crop.jpg,plagiarized,crop,positive,0.964669,0.940054,0.942515,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0156_135310.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0157_152834_crop.jpg,not_plagiarized,crop,negative,0.632824,0.116107,0.167779,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0157_152834.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0157_152834_crop.jpg,plagiarized,crop,positive,0.970455,0.946697,0.949073,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0157_152834.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0158_130130_crop.jpg,not_plagiarized,crop,negative,0.675717,0.055837,0.117825,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0158_130130.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0158_130130_crop.jpg,plagiarized,crop,positive,0.969444,0.934819,0.938282,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0158_130130.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0159_144743_crop.jpg,not_plagiarized,crop,negative,0.577771,0.126166,0.171326,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0159_144743.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0159_144743_crop.jpg,plagiarized,crop,positive,0.961038,0.930946,0.933956,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0159_144743.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0160_153765_crop.jpg,not_plagiarized,crop,negative,0.566310,0.118155,0.162970,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0160_153765.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0160_153765_crop.jpg,plagiarized,crop,positive,0.962266,0.914608,0.919374,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0160_153765.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0161_114974_crop.jpg,not_plagiarized,crop,negative,0.798438,0.406760,0.445927,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0161_114974.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0161_114974_crop.jpg,plagiarized,crop,positive,0.979012,0.943101,0.946692,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0161_114974.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0162_168322_crop.jpg,not_plagiarized,crop,negative,0.608399,0.383480,0.405972,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0162_168322.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\crop\cma_0162_168322_crop.jpg,plagiarized,crop,positive,0.974938,0.890415,0.898867,plagiarized,True
